Tweet,Sentiment
<ID> Hoppas på seger igen!,1
Mår som ett överkört djur Ont i hela kroppen Bra helg,1
<ID> Gärna fredag men först lill-lördag,1
Sitter på Bilia Eriksberg som skulle skifta däck men de har skickat däcken till Segeltorp. Men de som bokade om mig sa att däcken finns här!,0
<ID>  <ID>  <ID> det finns alltid två sidor av ett mynt vad vet vi vad killen gjort förutom att han är svenne,0
@ra82510245 @SkandiaSE Ett sätt för regeringen att dölja massarbetslöshet är att se mellan fingrarna när hundratusentals maskar och sjukskriver sig varje dag för att få högre ersättningar än vad a-kassa och soc ger. Och som premie slipper de förnedrande arbetsmarknadspolitiska åtgärder.                                                                                                                                                                                                                     ,0
<ID> Ja det verkar så,0
En komplimang i en video eller på riktigt känns tusen gånger bättre än en i skrift Lättare att ta åt migKanske ta åt mig lite väl med,1
<ID> Sen antar jag att det är betydligt lättare att göra det via video än live. Kunna spola fram och tillbaka för att verkligen se,0
<ID> levererade från Exakta,0
<ID> ser inte sambandet mellan att ogilla afc och att ett amerikanskt företag etablerar sig i eskilstuna.,0
<ID> Komma Som om de någonsin försvann,-1
Ett övermått av dramatiserat allvar för ett ingenting Bra av  <ID> om soc medias uppjagade stämmning  <URL>,0
Hellas Veronas curva sud hyllar Adolf Hitler under en fest idag. Vilka jävla sopor. Fyfan.,-1
<ID> Uppfinnaren av towel waiving. GOAT.,0
<ID> är omringad av ettor med århundrandets identitetskris och bekräftelsebehov,-1
Ännu en lördagkväll förstörd tack HFF Hatar ändå att ha kul o må bra,-1
Johan Kihlblom FÖRLÄNGER med ytterligare två säsonger. Perfekt ladda upp med inför semifinal ett om bara 3 timmar! <URL>,1
Så: En fotbollsspelare yttrade en svordom innan han hjälpte Sverige till VM. Kan vi gå vidare nu? Mina danska kollegor skrattar åt oss.,0
Att jag är på efterfest med killen jag legat med och killen jag vill ligga med,0
<ID> Alltsåååååååå fatta att du fick va kvar hos värdfamiljen,0
Folksams forskare har bidragit till EU-kommissionens förslag för ny EU-standard för att minska antalet omkomna i trafiken. Bla föreslås autobroms bli standard på nya bilar. https://t.co/uqlB8vjgz3                                                                                                                                                                                                                                                                                                                ,0
Trygg-Hansa: 80 % har fått nytt jobb efter neddragningar i Växjö - https://t.co/Cm0PkfcBdE https://t.co/rozoW6qjhy                                                                                                                                                                                                                                                                                                                                                                                                  ,1
Ditt nästa jobb väntar på dig.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0
<ID>  TV4 var direkt delaktiga i att Sverige sade ja till EUmedlemskap i 1994,0
@UInvesterare @trygghansa Vad nu? 😊 som fd anställd där är jag bara genuint nyfiken! 👌                                                                                                                                                                                                                                                                                                                                                                                                                            ,0
Dagens asgarv  som fastnar i halsen när man inser man är från Hedenhöstiden  <URL>,1
Morgan Johansson inväntar fler terrordåd i Sverige innan vi kan göra som britterna <URL>,-1
<ID> Alltså när det är snö så är det mysigt men som sagt sommaren är mkt bättre! Va du här nu i somras?,0
<ID>  <ID>  <ID>  <ID> Har förresten något hänt med  <ID> kontot eller är det bara jag Kan inte se dem längre,0
Hjälpte  förare i närheten genom att rapportera en hög trafikbelastning på Avfart E20 40  Jönköping Göteborg med  <ID>  Kör socialt h,1
Gillar att vara en liten del av arbetet med det här ⚽️ <URL>,1
<ID> Lycka till med det. Jag väntar...,1
|Folksam höjer återbäringsräntan inom långsiktigt sparande:
https://t.co/aBQ4TkWORo                                                                                                                                                                                                                                                                                                                                                                                                                                  |,0
<ID> Förbannat bra skrivit!,1
<ID>  <ID>  <ID> Säger ingenting Såg du mig i Alex Minne Jag hade haft lekstuga i Bajen Du och Johan med,-1
<ID> Kan man alltså springa och köpa en Eller sprang du till internet,0
<ID> Print? Är blockad så är säkert laul eller mattias kvp,0
Har din lön ökat med lika mycket som cafbullens pris Vilken årlig löneförhöjning hade du behövt för det Killgiss  <URL>,0
FEM SNABBA Det hade varit en katastrof för Malmö  <URL>,-1
Jag följer några SD-beundrare tillika Trump-beundrare Men jag måste säga att nivån på deras alster ute på nätet  <URL>,-1
| Trevligt, lagom stort museum med utsökt konst. Ligger några kvarter ifrån Oxford Streets shopping. <URL>|,1
Att jag och <ID> ska åka utomlands. Det e nog årets nyhet.,0
Lundalogik gör sitt första förvärv  köper Remote X <URL>  <ID> av  <ID>  <URL>,0
När du läser detta levererar självkörande truckar kylskåp i USA  <HASCHTAG> går fort nu  <URL>,0
Enligt  <ID> tvingas elkunderna subventionera utbyggnaden av vind och sol genom höjda elnätsavgifter  <URL>,0
<ID> Kul att du läste,1
<ID>  <ID>  <ID>  <ID>  <ID>  <ID> gtbadhbibl Om man anser det helt ok är man bra cynisk,-1
"Sjukskrivningsfrågan går inte längre att bortprioritera – det är en av de största kostnaderna vi har i Sverige. Det är dags att politikerna nu börjar tänka mer förebyggande." Läs vår hälsostrateg @Hagstrm1 som intervjuas i @dagensindustri här: https://t.co/ddnb8weNJz                                                                                                                                                                                                                                        ,0
Så länge vi inte har fossilfri fordonsflotta så har vi utsläpp säger @kstenmar på @FolksamMedia och fortsätter med att berätta att Folksam klimatkompenserar via Vi-skogen som ett komplement till vårt övriga arbete. @Vi_skogen #HallbartNaringsliv https://t.co/jrCYlWoM6u                                                                                                                                                                                                                                       ,0
| Alltså alla håller verkligen bara på. Det åks skidor, det reses runt, det tränas, festas, det åks lite mer skidor.… <URL>|,-1
| <ID> Just nu tecken, lär ganska fort omvandlas till töcken.|,0
Mamma såg alltså Volbeat live i Danmark KÖPENHAMN igår hon lever ju fan livet mer än jag,1
@DinSkugga @trygghansa Det är väl fan att det inte går att lita på någon eller något!                                                                                                                                                                                                                                                                                                                                                                                                                               ,-1
|Högre pensionsålder räcker det? Seminarium hos @SkandiaSE 
”Högskolan måste bli mer effektiv så att studenterna kommer ut snabbare på arbetsmarknaden och då får en god intjänad pension på sikt.” https://t.co/GC2HF3XrvJ                                                                                                                                                                                                                                                                                          |,0
<ID> å andra sidan det blir garanterat välfuktat i en biltvätt om man kör utan bil,0
<ID>  <ID> gtgt Om det ändå sker ska det bemötas direkt Men något sådant förekom inte i den sändning som det här gäller,0
<ID> En heads up  era tidningsutdelare verkar inte vara läskunniga  <URL>,-1
Inför AIK  IF Björklöven Vi ska fortsätta med krigarinställningen i 60 min precis som sist Efter  <URL>  <HASCHTAG>,0
| <ID> håller med om allt. Kul med drag kring allsvenskan, särskilt om vi håller på att dra ifrån.|,1
| Ärligt,största positiva förändringen PERSONLIGT/HÄLSOMÄSSIGT sen jag blev vegan är hur jag får stånd. Kuken hårdare,större å fort går det...|,1
|@SkandiaSE Hej, vad är det för avtal som saknas mellan er och Avanza för att jag ska kunna använda #Trustly? Resterande storbanker fungerar och Trustly fungerar med Skandia. Varför fungerar det inte med Avanza?                                                                                                                                                                                                                                                                                                  |,0
<ID> Det finns en anledning till att man väljer att bo vid slutstationen. ;-),0
Hittade min mobil nu,0
| Finns det något värre än när man supit, varit gullig första gången i sitt liv, och man har glömt allt man sagt, skjut mig|,-1
| <ID> Om han inte lyckas övertyga de andra min. om behovet så gör han inte ett bra jobb, oavsett sitt lugn och sin saklighet.|,-1
Oerhört synd att ingen svensk kanal sände gårdagens semifinal gärna med studio Sverige hade behövt se hur italiensk fotboll fungerar,-1
<ID> Tänkte åka ut vid 13 Du kan få låna mina om du vill testa,1
<ID> konstaterar att vi blir lyckliga av att ge! <URL>,1
Flaggan på halvstång vid riksdagshuset i dag Och nyss samlades vi till en tyst minut i bankhallen på riksdagen  <URL>,0
Från mål till insatser: Läs hur parlamentet arbetar med EU:s sex lagstiftningsprioriteringar för 2017. Läs mer →… <URL>,0
<ID> Hur långt har du sett då,0
<ID> Kan du byta bild blir jätteförvorrad,0
<ID> Åker bil i en hel massa regn,0
| <ID> Ja, men den blev aldrig partiets politik. Förrän nu kan man… <URL>|,0
Orkar inte det här så mycket längre alltså,-1
När vikarien kommer fram på jobbet och ba  jag superlikade dig på tinder men du dissa mig Ja man undrar ju varför,-1
Press: Åsa Regnér inviger Mjölkuddens trygghetsboende <URL> <HASCHTAG>,0
Totalt kaos inombords uttrycks i mysiga aktioner,-1
Jaha då var det dags för mig att bli sjuk,-1
| De var väldigt goda, köttbullarna alltså, men nu är jag sugen på prinskorv...... fast då fanns det inga... va?!! Ska det va så va??!|,1
Sjukt bra cosplay <HASCHTAG> <URL>,1
<ID> får ont i tänderna bara av att se på denna tweet,0
Statsvetare Rimligt att AKB avgår  Sydsvenskan  <URL>  <HASCHTAG>,-1
| <ID> Haha va fan, en spelare lackar och pajar ett avbytarbås. Big deal...|,-1
<ID> jag har bett om hans backstory sen recom kom ut men det var inte det här jag väntade mig,0
Jag vill tro på dig men  <URL>,-1
Har vi surrat klart om nyförvärven? Gillar ni dom?,0
|Nytt jobb sökt håll tummarna. Hade varit en dröm att få chansen med ett sånt roligt jobb. @Folksam #nyttjobb
Hoppas de kan se bortom den politiska färgen dock.                                                                                                                                                                                                                                                                                                                                                     |,1
<ID> några stopp på Linnégatan blev de,0
<ID> Det gjorde jag & underströk att hans hans engagemang i gemensamma frågor i regionen… <URL>,0
|@trygghansa När ska ni fixa er hemska hemsida så mina sidor blir användbara?!? Ingenting fungerar, och det finns ingen stans att byta autogiro konto!                                                                                                                                                                                                                                                                                                                                                               |,-1
<ID> Har du kopplingar till Miljöpartiets facistiska falang á la Kaplan och hans samarbete med turkiska facister?,-1
AIKs senaste nyförvärv eller kille som precis åkt dit för rattfylla? <HASCHTAG> <URL>,0
Livet är så mycket lättare när man jobbar med prestigelösa människor.,0
<ID> Absolut. Och det svåra är var (och vem) man sätter den gränsen. Vad som är ett brott och vad… <URL>,0
Men Reinfeldt noterade ju från sitt flygplan att det finns många obefolkade fält i Sverige Ja men var är politiken för att bebygga dem då,-1
<ID> tränade White Lightning tog sig till E3-finalen idag på <ID> Grattis! <HASCHTAG> <URL>,1
Du vet att du är i Sverige när inte ens snöröjning kan genomföras på grund av externa attacker  <URL>,-1
<ID>  <ID>  <ID>  <ID> Måste tagit emot att kasta ut sista trossen,0
Det enda jag önskar i livet justnu är att jag också fick ha lov nästa vecka..,0
Varnar för ishalka: ”Blir förrädisk” <URL>,-1
Babybojen av Trygg Hansa https://t.co/1NPr7z678k                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,0
Släpp kuken eller vad ni nu håller på med och ta er till Sörby IP kl 11 för att heja fram <ID> till guld! <HASCHTAG>,-1
<ID> Ibland måste man gå på känsla. Och checka in igen. :),1
<ID> Hoppas  <ID> vet vilket lag han kämpar för när  <HASCHTAG> möter LIF framöver,1
| Drömscenario när jag är på Bali: svampté, ayahuasca och ett dopp i den aktiva vulkanen|,1
<ID> Härligt att du gjort sådana framsteg efter hjärnskadan! Vad glad jag blir!!!,1
<ID>  <ID>  <ID> Efter hennes tal fick jag nytt hopp om världen,1
<ID> Samma som filmen med ben affleck,0
Får se om man på 2080talet fortfarande kommer jaga o utlämna ISterrorister från Sverige  <HASCHTAG>  <HASCHTAG>  <URL>,-1
Känns inte bra att köerna blir längre inom SLL å vårdcentralerna. Kan komma att belasta närakuter å akutmottagningar <URL>,-1
Vad måste Sveriges kommuner &amp; landsting göra för att hantera #pensionsskulden på bästa sätt? Seminarium i vår trädgård kl 13.45 idag. Välkomna! #almedalen #pension #skandia https://t.co/AUkRkoKnc4                                                                                                                                                                                                                                                                                                            ,0
Två personer knivskurna på Arbetsförmedlingen i Borlänge  DNSE  <URL>,-1
<ID>  <ID>  <ID> skriver 56 milj och agenten säger att Bajen fick bra betalt 700k svenska är inte bra,-1
<ID> superbra bok för övrigt,1
<ID> Ska bo hos en polare så kommer nog bli gött. Vadå äre inte bra där?,0
| <ID> därför vi kan ej påverka hur samt varför de valt att tilldela på det sätt de gjort, vi följer bara instr. från emissionsinst.|,0
<ID>  <ID> Så här ser Q1   <URL>,0
Han är Boozts nya inköpschef  <URL>  <HASCHTAG>  <URL>,0
Tredje perioden är igång! <HASCHTAG>,0
Om Växjö bibehåller nuvarande poängsnitt kommer man landa på 118 poäng när serien är slut. <HASCHTAG>,0
Den här vintern måste ha riktigt grov ADHD,-1
@southpasifictrd @SkandiaSE Kommunal redovisningslag. Läs rapporten innan du diskuterar är ett tips.                                                                                                                                                                                                                                                                                                                                                                                                                ,-1
<ID> Kan bli en sväng om dit i höst igen tror jag,0
@JLLSweden och @Folksam ger Pegasus 6 nytt liv. Läs mer i Magasinet Lokalguiden https://t.co/YVuFM0Rplu https://t.co/xELIFaV04F                                                                                                                                                                                                                                                                                                                                                                                     ,0
Staten måste börja prioritera  <URL>,-1
Tack till alla er som kom på vårt seminarium idag! Vill ni ha mer information så hör av er till anja@enfriskgeneration.se eller janna@enfriskgeneration.se tack @ideer_for_livet och @SkandiaSE för att vi fick vara hos er och tack #diluca för mackan! https://t.co/CrKJiTGLKP                                                                                                                                                                                                                                    ,1
@palace Att @SkanskaSverige år 2011 byggde ett äldreboende åt @KPA_pension och @Folksam där de äldre nu varit utan varmvatten sedan före jul. https://t.co/tWXoELQaug Ägarna hyr sedan ut boendet till Burlöv kommun.                                                                                                                                                                                                                                                                                               ,-1
<ID> Och inte bara hon utan en helvetes massa partister som går runt och tror att man förändrar attityder genom att vara analytiska,-1
<ID>  <ID> hahaha fan va gött,1
| AIK fastställer slutresultatet 0-6 och är vidare till semifinal, målskytt Max Lindholm <HASCHTAG> <URL>|,0
Stormskadad brygga rivs – ingen ny brygga till badsäsongen <URL>,-1
<ID> ajdå äsch det löser sig,1
Peter älskar popcorn @ Filmstaden Scandinavia <URL>,1
<ID> Ser gott ut,1
Älskar sociala media hur det avslöjar folks sanna natur.. Se detta: Jag ställde en fråga till en antikhandlare... <URL>,0
<ID> Dessutom finns det knappast en punkt där välfärden är klar Så det kan vi inte vänta in,-1
Chris har nu gjort samma framträdande sen audition men det säger inte juryn nått om  <HASCHTAG>,0
<ID> Folk har för mycket pengar Eller så är jag bara avis för att jag aldrig har råd med unn,-1
<ID> Får man valuta för pengarna så betalar man Nästa år kommer de ju pumpa ut massa filmer och serier,0
| <ID> Hahaha, jag önskar 100% men du får gärna informera 99% och 95%? Tänker med rättssäkert att… <URL>|,0
<ID> du sa ju anledningen själv,0
Uppmärksamheten faller men en kanal sticker ut  <URL>  <URL>,0
Här hittar du SVERIGES Billigaste Mode ALLT i Butiken 99krst  Underbara klänningar till vårens alla  <URL>,1
<ID> Varför inte en blandning ? Om du drar hem storvinsten kanske du öppnar en bordell?,0
Varmt välkomna i morgon  <URL>,1
@SkandiaSE vad är problemet höj skatten några kronor per hundring varje år så löser ni problemet svensken får väl spara in på allt                                                                                                                                                                                                                                                                                                                                                                                  ,0
solen ljög mig rakt upp i ansiktet tänkte sätta mig på balkongen och jobba lite det var ju SVIN KALLT,-1
En spännande undersökning att göra i vardagen när du träffar en kille / killar så skippa i att fråga saker angående dem och upptäck tystnaden,1
<ID> haha ni saknar Robinho och Kevin Prince De gubbarna kunde man lita på,1
Ibland undrar jag om inte läskunnigheten(läsork ibland oxå) är den största faktorn till fake news. Mer än vad tex en agenda och satir är.,0
Jag gillade en video på  <ID>  <URL> World of Tanks  Primo Victoria amp Strv 81 Review amp Guide,1
|@Aktievinst Hej! Jag får be dig att ringa in till vår kundservice, så ska vi ge en förklaring till varför din premie har blivit högre än förra året. Du når oss på 0771-950 950. /Hampus #Folksam                                                                                                                                                                                                                                                                                                                   |,0
<ID> Eftersom jag är gift med en Arenander känner jag lite ansvar ;-),0
|Kom igen nu bojs, mot semifinal! Heja Sverige 🇸🇪 #viärsverige #VM2018 #SWEENG https://t.co/60uNrCfOXW                                                                                                                                                                                                                                                                                                                                                                                                             |,1
Om SD M och KD bildar ett eget block politiskt mardrömsalternativ blir Åkesson den givna statsministerkandidaten De andra  följer John,-1
<ID> Hej finns kanske en del svar i vår historiska statistik  <URL>,0
Kom då julen! Jag är redo! Helt klar! Nu ska jag slappa fram till julafton.,1
Kävlinges kommunbilar går snart på el Ett bra resultat av  <HASCHTAG> från regeringen  <HASCHTAG>  <URL>,1
<ID> Jag svullnar oxå som fan när jag käkar SKITJOBBIGT,-1
<ID> Jag kan köpa kuverten oavsett om du vill,0
Tips för dig som vill <HASCHTAG> till svenskspråkigt land som liknar det gamla Sverige: <HASCHTAG> <URL>,0
Nähä. Waltins spöke finns kvar. Ses på fredag. <HASCHTAG>,0
Jag vill tro att det här var avgörande för resultatet. <URL>,0
Titta på SMFinalens sista match spännande och jämnt HV71 och Brynäs Trevlig lördag alla följare <HASCHTAG>,1
<ID> Du är alltid sjukt snäll och öppen när jag träffar dig Vi ses ofta i ofta i större sammanhang och jag hoppas på fler sånna gånger,1
| <ID> Jo, det funkar ibland :) Men vore smidigt att ha.|,0
<ID> skulle vara intressant och veta vad du har hört som inte kommit fram?,0
@Bergmark @CamillaRagfors @Folksam Efter att min dator stals skulle det stå.                                                                                                                                                                                                                                                                                                                                                                                                                                        ,0
<ID> Härligt får också sätta mig i solen och njuta o slappa,1
<ID> har du verkligen! <HASCHTAG>,0
<ID> Tyvärr tillhandahåller Twitter inte verktyg för det :-(,-1
Fullfeta mejeriprodukter ”kan drastiskt minska risken för diabetes” <URL> <HASCHTAG>,0
| Har precis lagt upp ett foto @ Uppsala, Sweden <URL>|,0
Robert Schiller varnar för att CAPE-ration pekar på börsfall <URL>,0
M-politiker anmäld för bedrägeri av domstolar <URL> <HASCHTAG>,0
<ID> Mycket gott Potatis och lök använder jag året runt,0
| Vad sysslar ni med, <ID> Menar ni att jag bränt 6GB sen i tisdags? Ni mår ju piss! <URL>|,-1
| <ID> ❤❤❤ ibland är det bara elände, hoppas iaf det går över riktigt snart|,0
Började kolla på nya säsongen av Fröken Frimans Krig och undrade varför de lagt till en berättarröst??? Insåg sedan… <URL>,0
längtar tills du för en dotter så får du se hur kaxig du är då med dina uttalande han blev tyst då,1
<ID> Fick ju gåshud av en del scener pga musiken förstås! : ),1
<ID>  <ID>  <ID> Lamotte säger bara det andra vill höra Förutom när han blir arg då är alla idioter  <URL>,-1
@StrandMalin @MillerNorah @FossilfrittSE @svanteaxelsson @Folksam @Alecta @lipsangelica @AnnaRyott @LizaJonson @MBaumgarts Vet ni varför de tackat nej? (nyfiken)                                                                                                                                                                                                                                                                                                                                                   ,0
| <ID> Danskarna visar hur stort det är för dem. Har fött upp hästen, äger o tränar.|,0
.@trygghansa känner verkligen sina kunder. Klart att man behöver förnya olycksfallsförsäkringen ifall man cyklar omkull 😎 #svpol #Gävle https://t.co/TOMMmK2bH3                                                                                                                                                                                                                                                                                                                                                    ,1
<ID> Jag är trött på dig och din svans nu Hanif. Sätter dig på mute.,-1
<ID> Det är absolut frågor som kan diskuteras Majoriteten av Eskilstunaborna har dock tröttnat på avsaknad av elitfotboll,-1
<ID> Förhoppningsvis skulle de gå att tvätta Störigt med engångsboxer,-1
Lyssna och öka din kunskap om något som inte borde finnas: - <HASCHTAG> Tack <HASCHTAG> för ert arbete ! <URL>,1
<ID> Öppna hjärtan och handhjärtan Kanske med en bild på barcelona och en pray for,1
| Får x antal samtal från Prolympiaelever den här tiden varje år, man tyckte tydligen de va grej att skriva sitt nr på vägg/säng på bergkulla.|,0
Häromdagen snackade jag och  <ID> Jämlikhet i Folkhemsradion Lyssna på avsnittet här  <URL>  <ID>,0
T A C K till alla som besökte oss i helgen ni gör allt utställande värt besväret Det har blivit en del sålt  <URL>,1
<ID> Hmm bra fråga Jag tyckte även den skildrade fallet bra men kan förstå om man tycker det främst blir en teknisk uppvisning,1
En fråga inspirerad av UGs program om barnvåldtäkter av FN är våldtäktsmän underhållsskyldiga till flickor som får barn,0
Nakendejtingprogram? Vissa tv-kanaler är fan exakt som Trump: ger sig inte förrän folket är totalt fördummat och därmed förslavat.,-1
HALLÅ! Känner någon till ett apotek dit Jan kan gå och få medicin utskriven mot sina Haltande resonemang? OBS. Apot… <URL>,0
Även om många förnekar det spelar den här kulturen såklart en stor roll i att vita män ännu är en dominant styrande grupp i samhället,-1
|Hej @SkandiaSE, under mindre än en vecka så har ni skickat spammeddelanden till mig i tre olika kanaler: Telefon (robotrösten "Helena"), SMS och Kivramejl (trodde att detta var en spamsäker kanal, men icke). Ni anstränger er verkligen för att provocera så mycket som möjligt.                                                                                                                                                                                                                                 |,-1
Arsenal rakner jo fullstendig,0
> Avslutningsvis en trevlig sammankomst på Marinmuseum med bra snack med kollegor inom försvarsområdet. Mest om cykling. Och skidor.,1
|@RobinCalmegard Vad uppmärksam du varit Robin, tack för feedback jag skickar det vidare till rätt avdelning så får det fixa till persiennerna. Ha en fortsatt bra dag/Tove #Folksam                                                                                                                                                                                                                                                                                                                                 |,1
<ID> dom som bor på landsbyggden och vill eller skall studera måste få sina studieskullder av skrivna på  <URL>,0
<ID> Runda i regn har sin charm Framförallt att man nästan är ensam ute,1
<ID> Ni går väl båda genom rutan,0
Ett jävla bra fösäkring! <HASCHTAG> <URL>,1
Jag som är paniskt rädd för larver tyckte väl att bilden till  <URL>,0
<ID>   Är det ideologi som gör att vissa inte ser honom klart <ID>  <ID>,-1
Blivit oerhört känslig för dålig prosa Jobbigt när man måste skriva två essäer i veckan,-1
<ID>  <ID> Att begå etnisk rensning är precis samma sak som att kämpa mot de som begår etnisk rensning,-1
Här förberedas för det kommande eventet på Masthuggskajen 21-23/11. Kom hit och prata med projektledarna!… <URL>,0
Bocken som trädgårdsmästare med andra ord <URL>  <HASCHTAG>,0
<ID> Så klart. Det var skillnaden på problem och problem jag syftade på. Lite lätt sarkastiskt.,0
Det ryktas att stationerna till World Shoot i Frankrike är publicerade,0
Vad gör ni ikväll vänner Vi tog ut grillen och grillade För min del blev det en entrecte som  <URL>,0
Någon som säljer ps4,0
<ID> Aah såg igår Trist som fan att du inte fick vunna när du pricka en 21 och 12 oddsare Skam den som ger sig så keep it up,-1
<ID>  <ID> enligt naturvårdsverket har antalet insatser ökat de jobbar med en fjällsäkerhetsapp och  <URL>,0
Två unga män misstänkta för grov misshandel i Norrala  stack kniv i låret  <URL>  <URL>,-1
#Skandia's Lars-Göran @orrevall om sociala obligationer. Strax seminarium på samma tema hos oss på Tage Cervins gata 3 #Almedalen #socialbonds https://t.co/GMwdj3ckBv                                                                                                                                                                                                                                                                                                                                              ,0
|Pensionskapital behöver långsiktiga politiska förutsättningar säger @jensfolksam , det gör det möjligt för oss att bidra till omställning och samtidigt värna vårt uppdrag från kunderna. @FolksamMedia #fossilfritt https://t.co/KBUJnBg2Ro                                                                                                                                                                                                                                                                        |,0
<ID> Nej tvärtom har som sagt själv funderat i precis samma banor som du,1
Hög tid att ta tag i de privata pensionerna och tjänstepensionerna. https://t.co/ke7uXq5CRK                                                                                                                                                                                                                                                                                                                                                                                                                         ,0
En eller två resor ner till wembley ska man nog försöka få till Hyfsat tryck lär det bli  <HASCHTAG>  <URL>,0
|@trygghansa Jaha, Joseph. Hur tror du att ni ska kunna göra skillnad i dessa två stora och viktiga frågor, när ni inte ens kan hantera en kundtjänst för er kärnaffär?                                                                                                                                                                                                                                                                                                                                              |,-1
Bussen tar dig dit du vill  även vid tillfälliga roliga arrangemang som Lidingöloppet  <HASCHTAG>  <HASCHTAG>  <URL>,0
<ID> Jack Hermansson borde väl vara en favorit,0
Att komma hem efter en spännande eftermiddagkväll och slänga sig på soffan för att se  <ID> mot  <ID> är  <URL>,1
<ID> Ser bara olika typer av åbro-ölglas på bilden.,0
@arvidpu @SkandiaSE Det finns en gräns för hur mkt skatt de kan håva in. Svårt att öka skattetrycket mer idag då vi redan ligger extremt högt. Det kommer såklart ske men snart slår vi i taket och då är konkursen ett faktum.                                                                                                                                                                                                                                                                                     ,0
<ID> Fråga när H&M ska börja rycka upp sig och varför de svenska analytikerna är så positiva när de utländska inte är det...,-1
<ID> Du tycker verkligen det är orimligt när andra  gnäller om helt medvetna faktafel Samarbete inte aktuellt som du vet,-1
<ID>  <ID> Vad står då Socialister för i ordet NationalSOCIALISTER för då Tyvärr är ni för små  <URL>,-1
<ID>  <ID> Provanställd eller livstidsanställd Vilket är bättre,0
<ID> Sundsvall hemma framför allt. Det är verkligen två poäng i sjön.,-1
Så var juni över. Det gick fort. Det blev en hel del avslutade böcker denna månad. Mycket p.g.a.… <URL>,0
| Härligt hur många män som skrivit obehagliga, hemska, sånger om vad en man gör mot tjejer. <URL>|,-1
Danskarna är bättre än svenskarna på att tjäna pengar på att  rädda världen säger Sveriges ambassadör i Danmark  <HASCHTAG>,1
| <ID> Oj, det priset vann han välförtjänt.|,1
|@ifsverige "Det enklaste och mest effektiva sättet att minska olycksrisken är att bära reflex." Hur är det med att dra ner på farten?

https://t.co/RLoLfxRLR7 #reflexer #cykla                                                                                                                                                                                                                                                                                                                                     |,0
Vet någon var jag kan köpa ribbor och flak i furu avsedda för modellbyggeJobigt såga själv  <HASCHTAG>  <URL>,0
<ID> Tack för snabbt svar,1
Tagit en titt på Läkemedelsverkets databas över biverkningar. Inte rolig läsning speciellt med tanke på att det... <URL>,-1
<ID>  När attityden mot företagare försämras drabbar det tillväxten och jobben  <HASCHTAG>  <URL> via  <ID>,-1
<ID> Tycker podden seglar upp till en kandidat till att vara Sveriges bästa sportpodd,1
|Vi är bra på vad vi inte investerar i säger @jensfolksam vd @Folksam, på seminariet med @dagensindustri  om #hållbarhet. Men nu måste vi fundera på att inte bara välja bort utan också vad vi ska välja istället, menar Jens. Pepp!                                                                                                                                                                                                                                                                                |,1
BILDEXTRA Tufft tajt och lerigt CrossVM på Glimmingen är avgjord  och det blev en något otippad vinnare  <URL>,1
Inte terrorism men åtta döda är en tragedi  <URL>,-1
Månsarp förlorade mot Kärda  <URL>,-1
<ID> Väl uttryckt precis så,1
| <ID> Ja, heltid ska vara norm. Men om deltid under småbarnsåren bör den delas mer jämställt mellan män o kvinnor.|,0
<ID>  <ID> Vad protesterar du emot Att fler människor blir äldre och har behov av samhällets stöd,0
| Har ätit nästan allt som finns i köket idag, fattas bara att jag tar fram russinasken eller något|,0
<ID> Så bra skala,1
Supersiffra för staten i januari  <URL>Våra skattepengar flödar in i Storebrors skattekista När kommer Robin Hood,1
<ID> Ni stavar lika illa som de Svärje vänner ni vill regera tillsammans med För övrigt är det bara rätts  <URL>,-1
Morgondagens lyx  <URL>  <HASCHTAG>  <HASCHTAG>  <HASCHTAG>  <HASCHTAG>,1
JAG E VÄL INGEN PREPPER HELLER,0
En av filmerna jag såg på Göteborg Film Festival kan man nu se på SVT. Gör det och känn! <URL>,0
<ID> Kan inte rå för det har accepterat det,0
Misse hittade sin julklapp på en gång men matte sa att det inte är dags än att öppna paketen ☺ <URL>,0
Följer vårt lag från en blåsig men solig altan  <URL>,1
<ID> Självklart Det gör vi idag och det fungerar utmärkt,1
Yrkesförare kör ofta för fort på 30-och 40-vägar visar en ny undersökning från Folksam. Allvarligt med fortkörning där många skolor och förskolor ligger. https://t.co/74dHvScqra                                                                                                                                                                                                                                                                                                                                   ,0
Äta mat på Ikea,0
@viola_maj @SkandiaSE Men fortfarande är din ohälsa påbörjad utanför FK. Sen är tex sjukpenning inte en rättighet utan vi prövar utifrån underlagen mot det som står i socialförsäkringsbalken. Du skyller din ekonomiska situation på FK när du förmodligen inte är insatt i kraven.                                                                                                                                                                                                                               ,0
|@Folksam @TS_Nyheter Jag efterlyser andra #försäkringsbolag som ger bättre cred till oss som är helt skadefria i #trafiken än vad @Folksam gör.
Finns d NÅGOT bolag som har kvar d gamla systemet lr liknande?!
Lr måste man flytta t #Finland för rättvisa villkor? :-P
#trafikförsäkring
#bonus #klimat
#svpol https://t.co/fRozO3sEJl                                                                                                                                                                               |,-1
@viola_maj @SkandiaSE Menar du att ersättningen från FK är behandlingen du ska få då eller?                                                                                                                                                                                                                                                                                                                                                                                                                         ,0
Omvändelser och folkfest på torget i Örebro <URL>,0
